name,brand,model,memory,memory_interface,length,interface,chipset,base_clock,clock_speed,frame_sync,price,used
MSI GTX 1660 Ventus XS 6GB GDDR6 Graphics Card,MSI,GTX 1660 Ventus,6 GB,GDDR6,204 mm,PCI Express 3.0 ,GeForce GTX 1660,1530 MHz,1830 MHz,G-Sync,$248.99,0
"EVGA GeForce GTX 1660 XC Ultra Gaming, 6GB GDDR5, HDB Fan, 06G-P4-1167-KR",EVGA,GTX 1660 XC Ultra Gaming,6 GB,GDDR5,267.97 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1845 MHz,G-Sync,$444.69,1
"Gigabyte GeForce GTX 1660 Gaming OC 6G Graphics Card, 3X Windforce Fans, 6GB 192-bit GDDR5, Gv-N1660GAMING OC-6GD Video Card",Gigabyte,Gv-N1660GAMING OC-6GD,6 GB,GDDR5,280 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1860 MHz,G-Sync,N/A,0
"EVGA GeForce GTX 1660 SC Ultra Gaming, 06G-P4-1067-KR, 6GB GDDR5, Dual Fan",EVGA,GeForce GTX 1660 SC Ultra Gaming,6 GB,GDDR5,202.1 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1830 MHz,G-Sync,$229.99,0
"EVGA 06G-P4-1163-KR GeForce Graphics Cards, GTX 1660, XC Gaming",EVGA,06G-P4-1163-KR,6 GB,GDDR5,189.89 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1830 MHz,G-Sync,$348.22,1
MSI GeForce GTX 1660 GAMING X 6G Graphics Card,MSI,GeForce GTX 1660 GAMING X 6G,6 GB,GDDR5,247 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1860 MHz,G-Sync,N/A,0
"Gigabyte GeForce GTX 1660 OC 6G Graphics Card, 2X Windforce Fans, 6GB 192-Bit GDDR5, Video Card",Gigabyte,GeForce GTX 1660,6 GB,GDDR5,224 mm,PCI Express 3.0 x16,GeForce GTX 1660,1530 MHz,1830 MHz,G-Sync,$335.67,0
"ZOTAC Gaming GeForce GTX 1660 6GB GDDR5 192-bit Gaming Graphics Card, Super Compact, ZT-T16600F-10L",ZOTAC,GeForce GTX 1660,6 GB,GDDR5,173.4 mm,PCIe x16,GeForce GTX 1660,1530 MHz,1785 MHz,G-Sync,$750,0
ASRock Phantom Gaming D Radeon RX 5500 XT 8G OC Video Card,ASRock,Radeon RX 5500 XT,8 GB,GDDR6,240.57 mm,PCIe x16,Radeon RX 5500 XT,1685 MHz,1845 MHz,FreeSync,N/A,0
MSI Gaming Radeon RX 5500 XT Boost Clock: 1845 MHz 128-bit 8GB GDDR6 DP/HDMI Dual Torx 3.0 Fans Crossfire Freesync VR Ready Graphics Card,MSI,Radeon RX 5500,8 GB,GDDR6,215 mm,PCIe x16,Radeon RX 5500 XT,1647 MHz,1845 MHz,FreeSync,N/A,0
"GIGABYTE Radeon RX 5500 XT OC 8G Graphics Card, PCIe 4.0, 8GB 128-Bit GDDR6",Gigabyte,Radeon RX 5500 XT,8 GB,GDDR6,225 mm,PCI Express 4.0 x16,Radeon RX 5500 XT,1647 MHz,1845 MHz,FreeSync,$260.07,1
"VisionTek Radeon RX 5500 XT Graphic Card - 8GB GDDR6-1.61 GHz Core, 128 bit Bus Width, DisplayPort, HDMI, DVI",VisionTek,RX 5500 XT,8 GB,GDDR6,177.8 mm,PCIe x16,Radeon RX 5500 XT,1607 MHz,1845 MHz,FreeSync,$295,0
ASRock AMD Radeon RX5500XT Video Board GDDR6 4GB CHALLENGER Series RX5500XT Challenger D 4G OC,ASRock,RXRX 5500 XT Challenger D 4G OC,4 GB,GDDR6,241 mm,PCIe x16,Radeon RX 5500 XT,1685 MHz,1845 MHz,FreeSync,$259.95,1
ASUS ROG Strix AMD Radeon RX 5500XT Overclocked 8G GDDR6 1440p HDMI DisplayPort Gaming Graphics Card,ASUS,ROG Strix RX 5500XT OC,8 GB,GDDR6,280 mm,PCIe x16,Radeon RX 5500 XT,1607 MHz,1865 MHz,FreeSync,$299,1
"Gigabyte Radeon RX 5500 XT OC 4G Graphics Card, PCIe 4.0, 4GB 128-Bit GDDR6, Video Card",Gigabyte,RX 5500 XT OC 4G,4 GB,GDDR6,225 mm,PCIe x16,Radeon RX 5500 XT,1647 MHz,1845 MHz,FreeSync,$199.99,1
ASUS AMD Radeon RX 5500XT Overclocked O8G GDDR6 Dual Fan EVO Edition HDMI DisplayPort Gaming Graphics Card,ASUS,RX 5500XT EVO Edition OC 8G,8 GB,GDDR6,242 mm,PCIe x16,Radeon RX 5500 XT,1607 MHz,1865 MHz,FreeSync,$799.66,1
MSI Gaming Radeon RX 5500 XT Boost Clock: 1845 MHz 128-bit 8GB GDDR6 DP/HDMI Dual Torx 3.0 Fans Crossfire Freesync VR Ready Graphics Card,MSI,RX 5500 XT GAMING X 8G,8 GB,GDDR6,247 mm,PCIe x16,Radeon RX 5500 XT,1685 MHz,1845 MHz,FreeSync,$515,0
Asus TUF Gaming GeForce GTX 1650 Super Overclocked 4GB Edition HDMI DP DVI Gaming Graphics Card,ASUS,GeForce GTX 1650 Super,4 GB,GDDR6,205.74 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1800 MHz,G-Sync,$466.50,0
MSI Gaming GeForce GTX 1650 Super 128-Bit HDMI/DP 4GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GTX 1650 Super Gaming X,4 GB,GDDR6,248 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1755 MHz,G-Sync,$632.26,0
MSI GeForce GTX 1650 Super Ventus XS OC Gaming GeForce GTX 1650 Super 128-Bit HDMI/DP/DVI 4GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GeForce GTX 1650 Super Ventus XS OC,4 GB,GDDR6,180 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1740 MHz,G-Sync,$639.99,0
"ZOTAC Gaming GeForce GTX 1650 Super Twin Fan 4GB GDDR6 128-Bit Gaming Graphics Card, Super Compact",ZOTAC,GeForce GTX 1650 Super,4 GB,GDDR6,158.5 mm,PCI Express 3.0 x16,GeForce GTX 1650 SUPER,1530 MHz,1725 MHz,G-Sync,$389,0
ASUS GeForce GTX 1650 Super Overclocked 4GB Phoenix Fan Edition HDMI DP DVI Graphics Card,ASUS,GeForce GTX 1650 Super,4 GB,GDDR6,173.99 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1770 MHz,G-Sync,$249.66,1
"EVGA GeForce GTX 1650 Super SC Ultra Gaming, 4GB GDDR6, Dual Fan",EVGA,GeForce GTX 1650 Super,4 GB,GDDR6,202.1 mm,PCIe x16,GeForce GTX 1650 SUPER,1530 MHz,1755 MHz,G-Sync,$199.99,0
"Gigabyte GeForce GTX 1650 Super OC 4G Graphics Card, 90mm Fan, 4GB 128-Bit GDDR6",Gigabyte,GeForce GTX 1650 Super,4 GB,GDDR6,172 mm,PCI Express 3.0 x16,GeForce GTX 1650 SUPER,1530 MHz,1740 MHz,G-Sync,$198.96,0
ASUS ROG Strix Radeon Rx 590 8G Gaming GDDR5 DP HDMI DVI VR Ready AMD Graphics Card Graphic Cards,Asus,ROG-STRIX-RX590-8G-GAMING,8 GB,GDDR5,298 mm,PCIe x16,Radeon RX 590,1469 MHz,1565 MHz,FreeSync,N/A,0
XFX RX-590P8DFD6 Radeon RX 590 Fatboy 8GB OC+ 1580MHz DDR5 3xDP HDMI DVI Graphic Cards,XFX,Radeon RX 590,8 GB,GDDR5,270 mm,PCIe x16,Radeon RX 590,1580 MHz,1600 MHz,FreeSync,$300,1
Sapphire Radeon Nitro+ RX 590 8GB GDDR5 Dual HDMI/ DVI-D/ Dual DP OC with Backplate Special Edition (UEFI) PCI-E Graphic Cards 11289-01-20G,Sapphire,Radeon RX 590,8 GB,GDDR5,260 mm,PCIe x16,Radeon RX 590,1469 MHz,1560 MHz,FreeSync,$898.86,1
"XFX Radeon RX 580 GTS XXX Edition 1386MHz OC+, 8GB GDDR5, VR Ready, Dual BIOS, 3xDP HDMI DVI, AMD Graphics Card ",XFX,Radeon RX 580,8 GB,GDDR5,270 mm,PCI Express 3.0 x16,Radeon RX 580,1366 MHz,1386 MHz,FreeSync,$499,0
MSI VGA Graphic Cards,MSI,Radeon RX 580,8 GB,GDDR5,269 mm,PCIe x16,Radeon RX 580,1257 MHz,1366 MHz,FreeSync,$649.95,0
Sapphire Pulse Radeon RX 580 8GB GDDR5 Graphics Card,SapphireTechnology,Radeon RX 580,8 GB,GDDR5,230 mm,PCI Express 3.0 x16,Radeon RX 580,1257 MHz,1366 MHz,FreeSync,$366.99,1
ASUS Radeon RX 580 8GB Dual-Fan OC Edition GDDR5 DP HDMI DVI VR Ready AMD Graphics Card,ASUS,Radeon RX 580,8 GB,GDDR5,242 mm,PCIe x16,Radeon RX 580,1257 MHz,1380 MHz,FreeSync,$438,0
"XFX Radeon RX 580 GTS Black Edition 1405MHz OC+, 8gb 256bit GDDR5, DX12 VR Ready, Double Dissipation, Dual BIOS, 3xDP HDMI DVI",XFX,RX 580 GTS Black Edition,8 GB,GDDR5,270 mm,PCIe x16,Radeon RX 580,1257 MHz,1405 MHz,FreeSync,$529.95,0
PowerColor AMD Radeon RED DRAGON RX 580 8GB GDDR5 1 x DL DVI-D / 1 x HDMI / 3 x DisplayPort Graphics Card,PowerColor,RX 580,8 GB,GDDR5,255 mm,PCIe x16,Radeon RX 580,1257 MHz,1350 MHz,FreeSync,$289,1
Gigabyte Radeon RX 580 Gaming 4GB Graphic Cards,Gigabyte,RX 580. GAMING 4GD,4 GB,GDDR5,232 mm,PCIe x16,Radeon RX 580,1257 MHz,1355 MHz,FreeSync,$329.99,0
MSI Gaming Radeon RX 580 256-bit 8GB GDRR5 DirectX 12 VR Ready CFX Graphics Card,MSI,Radeon RX 580 8G V1,8 GB,GDDR5,198 mm,PCIe x16,Radeon RX 580,1257 MHz,1340 MHz,FreeSync,$749,0
XFX GTS XXX Edition RX 580 4GB OC+ 1386MHz DDR5 w/Backplate 3xDP HDMI DVI,XFX,RX 580 XXX Edition,4 GB,GDDR5,270 mm,PCIe x16,Radeon RX 580,1366 MHz,1386 MHz,,$109,1
MSI Gaming Radeon RX 580 256-bit 4GB GDRR5 DirectX 12 VR Ready CFX Graphcis Card,MSI,Radeon RX 580 GAMING X 4G,4 GB,GDDR5,276 mm,PCIe x16,Radeon RX 580,1257 MHz,1393 MHz,FreeSync,$799.99,0
MSI Gaming Radeon RX 580 256-bit 8GB GDRR5 DirectX 12 VR Ready CFX Graphics Card,MSI,RX 580 ARMOR MK2 8G OC,8 GB,GDDR5,270 mm,PCIe x16,Radeon RX 580,1340 MHz,1380 MHz,FreeSync,$239,1
"XFX Radeon RX 580 GTS Black Edition 1425MHz OC+, 8GB GDDR5, VR Ready, Dual BIOS, 3xDP HDMI DVI, AMD Graphics Card",XFX,RX 580 GTS Black Edition,8 GB,GDDR5,270 mm,PCIe x16,Radeon RX 580,1405 MHz,1425 MHz,FreeSync,"$1,200",0
ASUS Radeon RX 580 O4G Dual-Fan OC Edition GDDR5 DP HDMI DVI VR Ready AMD Graphics Card,ASUS,DUAL RX 580 O4G,4 GB,GDDR5,242 mm,PCIe x16,Radeon RX 580,1257 MHz,1380 MHz,FreeSync,$679.99,0
Gigabyte Radeon RX 580 Gaming 8GB Graphic Cards,Gigabyte,RX 580 8GD,8 GB,GDDR5,232 mm,PCIe x16,Radeon RX 580,1257 MHz,1355 MHz,FreeSync,$529.99,0
ASUS ROG-STRIX-RX580-O8G-GAMINGOC Edition GDDR5 DP HDMI DVI VR Ready AMD Graphics Card,ASUS,ROG STRIX RX580 O8G,8 GB,GDDR5,298 mm,PCIe x16,Radeon RX 580,1257 MHz,1380 MHz,FreeSync,$278.99,1
MSI Gaming Radeon RX 580 256-bit 4GB GDRR5 DirectX 12 VR Ready CFX Graphcis Card,MSI,RX 580 ARMOR 4G OC,4 GB,GDDR5,269 mm,PCIe x16,Radeon RX 580,1257 MHz,1366 MHz,FreeSync,$148.99,1
Sapphire Nitro+ Radeon RX 580 DirectX 12 100411NT+4G-2L 4GB 256-Bit GDDR5 CrossFireX ATX Video Card,SapphireTechnology,RX 580 Nitro+,4 GB,GDDR5,260 mm,PCIe x16,Radeon RX 580,1257 MHz,1411 MHz,FreeSync,$498.86,1
ASUS PH-GTX1060-3G GeForce GTX 1060 3GB Phoenix Fan Edition VR Ready HDMI DP DVI Graphics Card,Asus,PH-GTX1060-3G,3 GB,GDDR5,183 mm,PCIe x16,GeForce GTX 1060,1506 MHz,1708 MHz,G-Sync,$198,1
"EVGA GeForce GTX 1060 3GB GAMING, ACX 2.0 (Single Fan), 3GB GDDR5, DX12 OSD Suppor Graphics Cards",EVGA,GeForce GTX 1060 3GB,3 GB,GDDR5,173 mm,PCIe x16,GeForce GTX 1060,1506 MHz,1708 MHz,G-Sync,$219.99,1
MSI GAMING GeForce GTX 1060 6GB GDRR5 192-bit HDCP Support DirectX 12 Dual TORX 2.0 Fan VR Ready Graphics Card,MSI,GeForce GTX 1060 6GB,6 GB,GDDR5,277 mm,PCIe x16,GeForce GTX 1060,1506 MHz,1809 MHz,G-Sync,$219,1
PowerColor Red Devil AMD Radeon RX570 4GB GDDR5 AXRX 570 4GBD5-3DH/OC,PowerColor,AXRX 570 4GBD5-3DH/OC,4 GB,GDDR5,310 mm,PCIe x16,Radeon RX 570,1168 MHz,1320 MHz,FreeSync,$536,0
MSI Gaming Radeon RX 570 256-bit 8GB GDRR5 DirectX 12 VR Ready CFX Graphcis Card,MSI,Radeon RX 570 ARMOR 8G OC,8 GB,GDDR5,246 mm,PCIe x16,Radeon RX 570,1168 MHz,1268 MHz,FreeSync,$349.99,0
XFX RX 570 4GB GDDR5 RS XXX Edition PCI-Express 3.0 Graphics Card,XFX,Radeon RX 570,4 GB,GDDR5,243 mm,PCIe x16,Radeon RX 570,168 MHz,1284 MHz,FreeSync,$172.99,1
"XFX Radeon RX 570 RS XXX Edition 1286MHz, 8gb GDDR5, DX12 VR Ready, Dual BIOS, 3xDP HDMI DVI, AMD Graphics Card",XFX,Radeon RX 570,8 GB,GDDR5,243 mm,PCI Express 3.0 x16,Radeon RX 570,1168 MHz,1286 MHz,FreeSync,$359.99,0
MSI Gaming Radeon RX 570 256-bit 4GB GDRR5 DirectX 12 VR Ready CFX Graphcis Card,MSI,RX 570 GAMING X 4G,4 GB,GDDR5,276 mm,PCIe x16,Radeon RX 570,1168 MHz,1293 MHz,FreeSync,$84,1
ASUS ROG Strix Radeon Rx 570 O4G Gaming OC Edition GDDR5 DP HDMI DVI VR Ready AMD Graphics Card (ROG-STRIX-RX570-O4G-GAMING),ASUS,ROG Strix Rx 570 O4G,4 GB,GDDR5,240 mm,PCIe x16,Radeon RX 570,1168 MHz,1310 MHz,FreeSync,$630.34,0
MSI Gaming Radeon RX 570 256-bit 4GB GDRR5 DirectX 12 VR Ready CFX Graphcis Card,MSI,RX 570 ARMOR 4G OC,4 GB,GDDR5,246 mm,PCIe x16,Radeon RX 570,1168 MHz,1244 MHz,FreeSync,$349,0
ASUS ROG Strix Radeon RX570 O8G Gaming GDDR5 DP HDMI DVI VR Ready AMD Graphics Card,ASUS,ROG Strix RX570 O8G,8 GB,GDDR5,240 mm,PCIe x16,Radeon RX 570,1168 MHz,1310 MHz,FreeSync,$190,1
Gigabyte Radeon RX 570 Gaming 4GB Graphic Cards GV-RX570GAMING-4GD,Gigabyte,Radeon RX 570,4 GB,GDDR5,232 mm,PCIe x16,Radeon RX 570,1168 MHz,1255 MHz,FreeSync,$179,1
MSI Gaming Radeon RX 570 256-bit 8GB GDRR5 DirectX 12 VR Ready CFX Graphcis Card,MSI,Radeon RX 570 ARMOR MK2 8G OC,8 GB,GDDR5,270 mm,PCIe x16,Radeon RX 570,1244 MHz,1281 MHz,FreeSync,$299.99,1
MSI Gaming GeForce GTX 1650 128-Bit HDMI/DP 4GB GDRR5 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card,MSI,GeForce GTX 1650,4 GB,GDDR5,245 mm,PCI Express 3.0 x16,GeForce GTX 1650,1485 MHz,1860 MHz,G-Sync,$249,1
ASUS GeForce GTX 1650 4GB Phoenix Fan Overclocked Edition HDMI DP DVI Graphics Card,ASUS,GeForce GTX 1650,4 GB,GDDR5,190 mm,PCI Express 3.0 ,GeForce GTX 1650,1485 MHz,1710 MHz,G-Sync,$199.99,0
MSI Gaming GeForce GTX 1650 128-Bit HDMI/DP 4GB GDRR5 HDCP Support DirectX 12 VR Ready OC Graphics Card,MSI,GeForce GTX 1650,4 GB,GDDR5,170 mm,PCI Express 3.0 x16,GeForce GTX 1650,1485 MHz,1740 MHz,G-Sync,$184,0
"Gigabyte GeForce GTX 1650 OC 4G Graphics Card, 2X Windforce Fans, 4GB 128-Bit GDDR5, Video Card",Gigabyte,GeForce GTX 1650,4 GB,GDDR5,191 mm,PCI Express 3.0 x16,GeForce GTX 1650,1485 MHz,1710 MHz,G-Sync,$281.50,0
"ZOTAC GeForce GTX 1050 Ti Mini, 4GB GDDR5 DisplayPort 128-bit Gaming Graphic Card",ZOTAC,ZT-P10510A-10L,4 GB,GDDR5,145 mm,PCIe x16,GeForce GTX 1050 Ti,1303 MHz,1417 MHz,G-Sync,$409.99,1
MSI Computer Video Card,MSI,GeForce GTX 1050 Ti,4 GB,GDDR5,215 mm,PCI Express 3.0 x16,GeForce GTX 1050 Ti,1341 MHz,1455 MHz,G-Sync,$164.49,0
MSI GTX 1050 TI 4GT LP Graphic Cards,MSI,GTX 1050 TI 4GT LP,4 GB,GDDR5,182 mm,PCIe x16,GeForce GTX 1050 Ti,1290 MHz,1392 MHz,G-Sync,$234.84,0
Gigabyte GTX 1050 Ti Windforce OC 4GB GDDR5 128-bit PCI-E Graphic Card,Gigabyte,GV-N105TWF2OC-4GD,4 GB,GDDR5,229 mm,PCIe x16,GeForce GTX 1050 Ti,1354 MHz,1468 MHz,G-Sync,$136.47,1
MSI Computer Video Card (GTX 1050 TI 4G OC),MSI,GeForce GTX 1050 TI 4G OC,4 GB,GDDR5,177 mm,PCIe x16,GeForce GTX 1050 Ti,1341 MHz,1455 MHz,G-Sync,$131.22,1
Asus GeForce GTX 1050 Ti 4GB Phoenix Fan Edition DVI-D HDMI DP 1.4 Gaming Graphics Card,ASUS,GeForce GTX 1050 Ti,4 GB,GDDR5,192 mm,PCI Express 3.0 x16,GeForce GTX 1050 Ti,1290 MHz,1392 MHz,G-Sync,$179.99,0
"MSI Computer Video Graphic Cards GeForce GTX 1050 TI GAMING X 4G, 4GB",MSI,GeForce GTX 1050 TI GAMING X 4G,4 GB,GDDR5,229 mm,PCIe x16,GeForce GTX 1050 Ti,1290 MHz,1493 MHz,G-Sync,$178.37,0
MSI GeForce GTX 1050 Ti Gaming graphics card with Twin Frozr VI cooling system,MSI,GeForce GTX 1050 Ti,4 GB,GDDR5,229 mm,PCI Express 3.0 x16,GeForce GTX 1050 Ti,1290 MHz,1493 MHz,G-Sync,$195.99,0
MSI Computer Video Graphic Cards GTX 1050 2GT OC,MSI,GeForce GTX 1050 2GT OC,2 GB,GDDR5,215 mm,PCIe x16,GeForce GTX 1050,1404 MHz,1518 MHz,G-Sync,N/A,0
Sapphire Technology Radeon Pulse RX 550 4GB GDDR5 HDMI/ DVI-D/ DP OC (UEFI) PCI-E Graphics Card,SapphireTechnology,Radeon Pulse RX 550,4 GB,GDDR5,158 mm,PCIe x16,Radeon RX 550,1206 MHz,1500 MHz,FreeSync,$348.86,1
GIGABYTE GeForce GT 1030 GV-N1030SL-2GL Silent Low Profile 2G,Gigabyte,GV-N1030SL-2GL,2 GB,GDDR5,175 mm,PCIe x16,GeForce GT 1030,1252 MHz,1506 MHz,None,N/A,0
Gigabyte Nvidia GeForce GT 1030 OC 2G Graphics Card,Gigabyte,GeForce GT 1030,2 GB,GDDR5,168 mm,PCIe x16,GeForce GT 1030,1290 MHz,1544 MHz,None,$122.84,0
MSI GAMING GeForce GT 710 2GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Heat Sink Low Profile Graphics Card,MSI,GT 710 2GD3H LP,2 GB,DDR3,146 mm,PCIe x16,GeForce GT 710,954 MHz,954 MHz,None,$139.99,0
MSI Gaming GeForce GT 710 2GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Single Fan Low Profile Graphics Card,MSI,GT 710 2GD3 LP,2 GB,DDR3,146 mm,PCIe x16,GeForce GT 710,954 MHz,1600 MHz,None,$69.99,0
MSI GAMING GeForce GT 710 1GB GDRR3 64-bit HDCP Support DirectX 12 OpenGL 4.5 Heat Sink Low Profile Graphics Card,MSI,GeForce GT 710,1 GB,GDDR3,146 mm,PCI Express 2.0 x16,GeForce GT 710,954 MHz,1000 MHz,None,$51.21,0
Gigabyte GeForce GTX 1060 Windforce OC 3GB GDDR5 Graphics Card,Gigabyte,GV-N1060WF2OC-3GD,3 GB,GDDR5,223 mm,PCIe x16,GeForce GTX 1060 3GB,1556 MHz,1797 MHz,G-Sync,$199.99,1
Gigabyte Radeon Rx Vega 56 Gaming OC 8G Graphic Card - GV-RXVEGA56GAMING OC-8GD,Gigabyte,GV-RXVEGA56GAMING OC-8GD,8 GB,HBM2,274 mm,PCIe x16,Radeon RX VEGA 56,1156 MHz,1501 MHz,FreeSync,$569.99,1
Gigabyte Radeon Computer Graphics Cards (GV-RXVEGA64GAMING OC-8GD),Gigabyte,GV-RXVEGA64GAMING OC-8GD,8 GB,HBM2,274 mm,PCIe x16,Radeon RX VEGA 64,1247 MHz,1560 MHz,FreeSync,N/A,0
"ZOTAC Gaming GeForce GTX 1650 OC 4GB GDDR5 128-Bit Gaming Graphics Card, Super Compact, ZT-T16500F-10L",ZOTAC,ZT-T16500F-10L,4 GB,GDDR5,151 mm,PCIe x16,GeForce GTX 1650 G5,1485 MHz,1695 MHz,G-Sync,$249.99,0
PowerColor Red Dragon AMD Radeon Vega 56 8GB HBM2 AXRX Vega 56 8GBHBM2-2D2HD/OC,PowerColor,AXRX VEGA 56 8GBHBM2-2D2HD/OC,8 GB,HBM2,305 mm,PCIe x16,Radeon RX VEGA 56,1177 MHz,1478 MHz,FreeSync,N/A,0
"ZOTAC GeForce GTX 1060 AMP Edition, ZT-P10600B-10M, 6GB GDDR5 VR Ready Super Compact Gaming Graphics Card",ZOTAC,GeForce GTX 1060 AMP Edition,6 GB,GDDR5,210 mm,PCIe x16,GeForce GTX 1060 6GB,1556 MHz,1771 MHz,G-Sync,$279.99,1
"EVGA GeForce RTX 2070 Super FTW3 Ultra+, Overclocked, 2.75 Slot Extreme Cool Triple + iCX2, 65C Gaming, RGB, Metal Backplate, 15.5GHz 8GB GDDR6",EVGA,RTX 2070 Super FTW3 Ultra+,8 GB,GDDR6,301.925 mm,PCIe x16,GeForce RTX 2070 Super,1605 MHz,1815 MHz,G-Sync,$899,0
"EVGA GeForce RTX 2070 Super XC Ultra+, Overclocked, 2.75 Slot Extreme Cool Dual, 70C Gaming, RGB, Metal Backplate, 8GB 15.5GHz GDDR6",EVGA,RTX 2070 Super XC Ultra+,8 GB,GDDR6,269.83 mm,PCIe x16,GeForce RTX 2070 Super,1605 MHz,1800 MHz,G-Sync,$949,1
PNY GeForce RTX 2080 Super 8GB Blower Graphics Card,PNY,RTX 2080 Super Blower 8GB,8 GB,GDDR6,281 mm,PCIe x16,GeForce RTX 2080 Super,1650 MHz,1815 MHz,G-Sync,$675,0
"EVGA GeForce RTX 2080 Super XC Gaming, 8GB GDDR6, RGB LED, Metal Backplate",EVGA,RTX 2080 Super XC,8 GB,GDDR6,269.83 mm,PCIe x16,GeForce RTX 2080 Super,1650 MHz,1830 MHz,G-Sync,"$1,199.95",0
Sapphire Toxic AMD Radeon RX 6900 XT Extreme Edition PCIe 4.0 Gaming Graphics Card with 16GB GDDR6,SapphireTechnology,RX 6900 XT 16GB Toxic Extreme Edition,16 GB,GDDR6,270 mm,PCIe x16,Radeon RX 6900 XT,1825 MHz,2525 MHz,FreeSync,"$2,199",0
"PowerColor Red Devil AMD Radeon RX 6900 XT Ultimate Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1",PowerColor,RX 6900 XT Ultimate,16 GB,GDDR6,320 mm,PCIe x16,Radeon RX 6900 XT,1825 MHz,2425 MHz,FreeSync,$999.96,0
"ASRock RX6900XT OCF 16G AMD Radeon RX6900XT Graphics Board, 16GB",ASRock,RX 6900 XT 16GB OC Formula,16 GB,GDDR6,332 mm,PCIe x16,Radeon RX 6900 XT,2125 MHz,2475 MHz,FreeSync,$933.20,0
ASROCK Radeon RX 6900 XT Phantom Gaming D 16G OC,ASROCK,RX 6900 XT PGD 16G OC,16 GB,GDDR6,300 W,PCIe x16,Radeon RX 6900 XT,1925 MHz,2340 MHz,FreeSync,$899.24,0
"XFX Speedster MERC319 AMD Radeon RX 6900 XT Ultra Gaming Graphics Card with 16GB GDDR6, HDMI 2,1, 2xDP, USB-C, AMD RDNA 2 ",XFX,Speedster MERC319 RX 6900 XT Ultra,16 GB,GDDR6,340 mm,PCIe x16,Radeon RX 6900 XT,1925 MHz,2340 MHz,FreeSync,"$2,499.99",0
Sapphire Technology Nitro+ AMD Radeon RX 6900 XT Special Edition PCIe 4.0 Gaming Graphics Card with 16GB GDDR6,SapphireTechnology,RX 6900 XT Nitro+ Special Edition,16 GB,GDDR6,310 mm,PCIe x16,Radeon RX 6900 XT,1825 MHz,2365 MHz,FreeSync,$927.99,0
"PowerColor Red Devil Limited Edition AMD Radeon RX 6900 XT Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing",PowerColor,Red Devil RX 6900 XT,16 GB,GDDR6,320 mm,PCIe x16,Radeon RX 6900 XT,1825 MHz,2340 MHz,FreeSync,"$2,199.99",0
"ASUS ROG Strix LC AMD Radeon RX 6900 XT OC Edition Gaming Graphics Card (PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Full-Coverage Cold Plate",ASUS,ROG Strix LC RX 6900 XT OC Edition,16 GB,GDDR6,277 mm,PCIe x16,Radeon RX 6900 XT,1950 MHz,2365 MHz,FreeSync,"$1,394.99",0
PowerColor AXRX 580 8GBD5-3DHG/OC Graphic Cards,PowerColor,ROG STRIX RXVEGA56 O8G,8 GB,HBM2,298 mm,PCIe x16,Radeon RX VEGA 56,1297 MHz,1573 MHz,FreeSync,N/A,0
AMD Radeon Vega Graphics Card Blue,AMD,Vega Frontier Edition,16 GB,HBM2,267 mm,PCIe x16,Vega Frontier Edition,1440 MHz,1600 MHz,FreeSync,N/A,0
POWERCOLOR AX6870-2GBD5-6DG,PowerColor,POWERCOLOR AX6870-2GBD5-6DG,2 GB,GDDR5,241.3 mm,PCIe x16,Radeon HD 6870,900 MHz,1050 MHz,FreeSync,N/A,0
XFX AMD Radeon HD 6850 775M 1 GB DDR5 Graphics Card,XFX,Radeon HD 6850,1 GB,GDDR5,234 mm,PCIe x16,Radeon HD 6850,775 MHz,1100 MHz,FreeSync,$369,0
POWERCOLOR AX6850-1GBD5-PPDHGJ,NekidCow,Radeon HD 6850,1 GB,GDDR5,,PCIe x16,Radeon HD 6850,820 MHz,1100 MHz,FreeSync,N/A,0
POWERCOLOR AX6770-1GBD5-PPVG,NekidCow,AX6770 1GBD5-PPVG,1 GB,GDDR5,,PCIe x16,Radeon HD 6770,900 MHz,1225 MHz,FreeSync,N/A,0
HIS Radeon HD 6750 1 GB (128bit) GDDR5 Eyefinity DisplayPort DL-DVI HDMI PCIe X16 2.1 Video Card,HIS,Radeon HD 6750,1 GB,GDDR5,,PCIe x16,Radeon HD 6750,700 MHz,1150 MHz,FreeSync,N/A,0
